mirna_id	AS035_CD4_200_SV	OBB4633_CD14_400_SV	OBB4633_CD4_200	OBB4633_CD4_200_SV	OBB3073_CD14_150ng	OBB3073_CD14_200ng	OBB3073_CD14_250ng	OBB3073_CD14_300ng	OBB3073_CD4_150ng	OBB3073_CD4_200ng	OBB3073_CD4_250ng	OBB3073_CD4_300ng	OBB2657_CD4_150ng	OBB2657_CD4_200ng	OBB2657_CD4_250ng	OBB2657_CD4_300ng
hsa-miR-424-5p	80	830	30	32	236	323	157	266	17	14	25	23	33	32	81	59
hsa-miR-425-3p	108	976	163	150	708	1188	443	810	151	132	146	184	94	97	180	176
hsa-miR-425-5p	943	6161	1005	969	4250	8009	3079	5460	810	1117	1074	1246	781	809	1193	1669
hsa-miR-4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4286	2	20	2	0	5	10	5	9	0	0	1	1	0	0	0	1
hsa-miR-4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-429	13	141	6	5	35	70	26	52	5	8	7	6	3	3	5	8
hsa-miR-4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-431-3p	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-431-5p	1	9	0	0	0	0	0	2	1	1	1	0	0	0	0	1
hsa-miR-4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4312	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-5p	0	12	0	0	1	3	0	1	1	1	0	0	1	0	0	0
hsa-miR-4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4326	13	205	32	38	0	0	1	0	0	0	0	0	15	20	31	27
hsa-miR-4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-3p	0	5	1	0	1	2	0	2	0	1	0	1	0	1	0	0
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4419a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4419b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4420	0	1	1	0	0	2	1	2	2	1	0	0	1	0	4	3
hsa-miR-4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4422	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-4423-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4423-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4425	1	3	1	0	0	2	0	1	1	2	0	2	4	2	3	6
hsa-miR-4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4434	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
hsa-miR-4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4437	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2
hsa-miR-4438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4442	1	0	2	2	1	0	1	2	0	0	0	0	1	1	0	0
hsa-miR-4443	24	44	89	104	76	125	55	72	133	77	118	133	74	81	103	80
hsa-miR-4444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4445-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4445-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4446-3p	2	2	3	5	0	1	0	0	3	7	8	8	3	7	7	11
hsa-miR-4446-5p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
hsa-miR-4447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4449	2	5	5	6	2	3	0	3	3	1	3	1	6	3	4	5
hsa-miR-4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4453	1	1	1	1	1	4	1	2	3	4	0	0	0	0	1	2
hsa-miR-4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4457	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4464	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4466	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1
hsa-miR-4467	0	0	0	0	0	1	0	0	1	0	0	0	2	0	4	1
hsa-miR-4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4469	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4470	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0
hsa-miR-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4473	25	16	42	26	7	23	7	16	39	32	44	59	26	56	43	121
hsa-miR-4474-3p	3	1	7	8	1	0	1	1	4	5	10	10	13	12	24	13
hsa-miR-4474-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4479	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4482-3p	0	2	0	1	1	4	0	2	0	0	0	0	0	0	0	0
hsa-miR-4482-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4485	2	11	3	2	9	10	4	6	2	4	3	5	7	4	3	3
hsa-miR-4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4489	0	0	0	2	0	1	1	1	0	1	0	1	0	1	1	0
hsa-miR-4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4492	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1
hsa-miR-4493	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4494	0	0	4	6	0	0	0	0	5	6	5	6	2	1	5	7
hsa-miR-4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4498	0	0	0	0	2	4	3	0	1	1	2	0	1	0	2	0
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449a	0	6	0	1	2	4	1	4	1	2	0	0	0	0	2	0
hsa-miR-449b-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-449b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-5p	0	8	0	0	3	13	5	5	1	1	1	0	0	0	1	1
hsa-miR-4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4501	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	0	4	0	0	2	3	1	4	1	2	0	1	1	0	1	3
hsa-miR-4505	0	3	0	0	2	5	0	3	0	0	0	0	0	0	0	1
hsa-miR-4506	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-1-3p	0	12	0	0	7	5	1	2	0	0	0	0	0	0	0	0
hsa-miR-450a-2-3p	1	18	0	0	16	25	9	11	0	1	0	1	0	0	0	2
hsa-miR-450a-5p	0	8	0	0	6	6	3	2	0	0	1	0	0	0	1	0
hsa-miR-450b-3p	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-450b-5p	36	1023	14	22	361	643	274	429	15	18	26	19	7	15	20	23
hsa-miR-4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4511	1	8	2	2	6	13	5	9	1	3	1	4	0	0	2	0
hsa-miR-4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4516	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4517	4	0	2	1	0	1	0	0	2	2	0	1	2	1	3	2
hsa-miR-4518	5	1	1	1	1	1	1	1	1	5	4	2	6	4	13	4
hsa-miR-4519	0	0	0	1	0	0	0	1	2	2	1	0	0	1	2	1
hsa-miR-451a	92	47	54	70	32	53	19	29	39	39	50	61	60	50	102	147
hsa-miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-452-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-452-5p	0	5	0	0	0	2	1	1	0	0	0	0	0	0	0	0
hsa-miR-4520a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4520a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4520b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4520b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4521	52	27	71	54	21	30	9	16	30	51	43	51	95	103	173	143
hsa-miR-4522	1	0	2	4	1	4	0	1	4	3	5	3	1	3	3	1
hsa-miR-4523	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4524a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4524b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4525	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-4526	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0
hsa-miR-4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4530	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4533	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4536-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4536-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-454-3p	152	1001	166	153	442	757	328	541	115	151	169	184	120	117	231	267
hsa-miR-454-5p	10	56	11	16	80	182	47	81	20	15	18	15	17	13	21	18
hsa-miR-4540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-455-3p	6	0	7	3	0	0	0	0	0	2	2	3	1	1	4	7
hsa-miR-455-5p	76	8	22	20	1	5	1	0	9	10	12	16	26	13	33	35
hsa-miR-4632-3p	0	2	1	1	3	5	1	2	1	2	1	5	0	0	2	2
hsa-miR-4632-5p	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4633-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4633-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4635	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4636	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
hsa-miR-4637	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-4638-3p	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-4638-5p	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1
hsa-miR-4639-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4639-5p	2	1	1	1	3	4	2	4	3	2	3	4	0	4	2	1
hsa-miR-4640-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4640-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4644	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4645-3p	4	13	5	2	16	22	4	15	7	7	5	11	2	3	11	7
hsa-miR-4645-5p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4646-3p	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0
hsa-miR-4646-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-4647	0	1	0	0	2	2	3	3	2	0	3	2	0	0	1	1
hsa-miR-4648	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4651	0	0	1	2	0	2	0	0	1	0	1	0	1	0	0	1
hsa-miR-4652-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4652-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4653-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4653-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4655-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4655-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4657	0	1	0	0	3	4	1	4	1	0	0	1	1	0	0	1
hsa-miR-4658	0	0	0	1	0	1	0	0	1	0	0	1	2	0	1	3
hsa-miR-4659a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4660	0	0	0	0	2	3	1	2	0	2	0	0	2	2	0	1
hsa-miR-4661-3p	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0
hsa-miR-4661-5p	8	10	5	8	10	20	11	15	15	10	15	14	5	7	15	22
hsa-miR-4662a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4662a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4662b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4663	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4664-3p	1	2	0	2	1	5	2	5	0	0	0	0	0	0	0	1
hsa-miR-4664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4665-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4665-5p	0	1	0	0	2	8	1	2	2	2	0	1	1	1	1	0
hsa-miR-4666a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4667-3p	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-4667-5p	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-4668-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4668-5p	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0
hsa-miR-4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4670-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4670-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-3p	0	0	0	0	1	2	0	0	0	1	2	2	0	0	0	0
hsa-miR-4671-5p	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0
